Strain	Length	Experiment	NormLength	Useq	Genome_Classification	Cluster	Phylum	Class	Color
MF349	7.318082645	mono2	7.44822621705745	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.318082645	mono2	7.44822621705745	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.893677686	mono2	7.01627371042202	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.893677686	mono2	7.01627371042202	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.604785124	mono2	7.7400273655512	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.604785124	mono2	7.7400273655512	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.928900826	mono2	7.05212325292129	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.928900826	mono2	7.05212325292129	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.089289256	mono1	5.84435471556077	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.089289256	mono1	5.84435471556077	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.178363636	mono2	7.30602246829737	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.178363636	mono2	7.30602246829737	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.530272727	mono1	6.26760014205841	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.530272727	mono1	6.26760014205841	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.349892562	mono2	7.4806018363631	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.349892562	mono2	7.4806018363631	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.91253719	mono1	5.67471229474879	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.91253719	mono1	5.67471229474879	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.682066116	mono1	5.45351165022283	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.682066116	mono1	5.45351165022283	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.824545455	mono1	5.5902599244051	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	5.824545455	mono1	5.5902599244051	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.419239669	mono1	6.16103325899139	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.419239669	mono1	6.16103325899139	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.21185124	mono2	7.3401056103113	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	7.21185124	mono2	7.3401056103113	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.119297521	mono1	5.87315593318822	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF349	6.119297521	mono1	5.87315593318822	Sequence_81	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF35	3.478330579	mono1	3.33841879848742	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.09931405	mono2	4.17221557343617	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	2.952082645	mono1	2.83333857231874	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	2.950520661	mono1	2.83183941729879	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	2.489363636	mono2	2.53363406740327	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	3.724297521	mono1	3.57449200784159	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.307561983	mono2	4.38416695325263	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.596413223	mono2	4.6781550759568	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.192719008	mono2	4.26728162976912	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	3.899421488	mono1	3.74257181803219	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	1.314983471	mono2	1.33836891967751	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.598090909	mono2	4.6798625976473	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	2.708049587	mono1	2.59912145874186	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	3.280322314	mono1	3.14837518442647	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	4.760330579	mono2	4.84498751111987	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF35	5.172256198	mono2	5.26423874723561	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF350	5.678115702	mono1	5.44972013700697	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	7.163404959	mono2	7.29079776865832	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.039595041	mono1	5.79665939225433	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.412900826	mono1	6.15494938853939	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.186545455	mono1	5.93769889767252	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	3.506752066	mono2	3.569115565065	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	5.678115702	mono1	5.44972013700697	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	7.171809917	mono2	7.29935219904202	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	7.058280992	mono2	7.1838042944065	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	5.924487603	mono1	5.68618201635886	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	7.344867769	mono2	7.475487683275	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.079975207	mono1	5.83541531329137	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	5.997628099	mono1	5.75638052142656	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.707652893	mono2	6.82694068325377	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	6.62892562	mono2	6.74681333744459	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	5.410413223	mono2	5.50663111740014	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF350	3.83977686	mono2	3.90806281695149	Sequence_78	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF351	6.187677686	mono2	6.29771832312596	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	5.159942149	mono1	4.9523895093035	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.19661157	mono2	6.30681108584222	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.371900826	mono2	6.48521765699508	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.431016529	mono1	4.25278407007389	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.924859504	mono2	7.04801006071888	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.23222314	mono2	6.3430559661164	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.723512397	mono1	4.53351463378351	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.892603306	mono2	7.0151802238257	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	5.16185124	mono1	4.95422180935023	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.669603306	mono2	6.78821442868827	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.86253719	mono1	4.66694731703941	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.680173554	mono2	4.76340498683747	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.619652893	mono2	6.73737570580044	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.997330579	mono1	4.79631879957366	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	6.593454545	mono2	6.71071145071027	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.167132231	mono1	3.99951420941501	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	5.063198347	mono1	4.85953711362155	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF351	4.487669421	mono1	4.30715816573441	Sequence_54	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF36	2.048123967	mono1	1.96574057519029	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.119834711	mono1	2.03456683836046	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.709752066	mono2	2.75794184881152	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.265966942	mono1	2.17482107123317	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.525644628	mono2	2.57056027456764	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.954157025	mono2	3.0066932652015	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	1.506933884	duo2	1.4337846412992	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.119834711	mono1	2.03456683836046	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.833396694	mono2	2.88378535243704	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.12992562	mono1	2.0442518523447	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	1.070719008	mono2	1.08976049784518	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	1.765214876	mono2	1.79660716555942	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	3.311107438	duo2	3.15038041197563	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	1.676603306	mono1	1.60916389837958	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	4.626082645	duo2	4.40152439082177	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	2.389842975	mono1	2.29371433564742	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
MF36	1.838892562	mono2	1.8715951233481	Sequence_60	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	A	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
