Strain	Length	Experiment
MF455	5.454644628	duo1
MF455	5.283983471	duo1
MF455	5.094157025	duo1
MF455	5.531561983	duo1
MF455	5.459099174	duo1
MF455	4.993487603	duo1
MF455	5.391495868	duo1
MF455	5.196	duo1
MF455	4.898842975	duo1
MF455	5.082157025	duo1
CL144	6.356958678	duo1
CL144	6.65368595	duo1
CL144	7.356041322	duo1
CL144	6.536471074	duo1
CL144	6.117933884	duo1
CL144	6.944983471	duo1
CL144	5.863322314	duo1
CL144	5.93446281	duo1
CL144	5.061735537	duo1
CL144	4.760446281	duo1
CL21	5.176297521	duo1
CL21	5.900297521	duo1
CL21	5.955966942	duo1
CL21	5.650495868	duo1
CL21	5.990859504	duo1
CL21	5.81014876	duo1
CL21	5.693371901	duo1
CL21	6.014214876	duo1
CL21	5.66153719	duo1
CL21	5.348429752	duo1
CL71	5.445247934	duo1
CL71	2.40238843	duo1
CL71	3.100090909	duo1
CL71	3.371942149	duo1
CL71	5.229958678	duo1
CL71	2.343727273	duo1
CL71	4.236371901	duo1
CL71	4.774198347	duo1
CL71	4.532570248	duo1
CL71	2.347338843	duo1
MF220A	5.720181818	duo1
MF220A	6.260867769	duo1
MF220A	3.858719008	duo1
MF220A	3.235363636	duo1
MF220A	5.241338843	duo1
MF220A	4.99307438	duo1
MF220A	5.794561983	duo1
MF220A	5.182421488	duo1
MF220A	5.531561983	duo1
MF220A	5.627702479	duo1
MF397	2.23361157	duo1
MF397	2.351644628	duo1
MF397	4.74253719	duo1
MF397	5.107545455	duo1
MF397	4.052322314	duo1
MF397	3.85038843	duo1
MF397	5.206504132	duo1
MF397	4.695644628	duo1
MF397	4.341950413	duo1
MF364	5.806950413	duo1
MF364	6.07907438	duo1
MF364	6.074826446	duo1
MF364	5.457752066	duo1
MF364	4.959669421	duo1
MF364	5.046066116	duo1
MF364	5.42685124	duo1
MF364	5.917355372	duo1
MF364	5.998198347	duo1
MF364	5.844066116	duo1
MF349	5.314016529	duo1
MF349	4.515421488	duo1
MF349	5.342834711	duo1
MF349	4.119719008	duo1
MF349	5.047413223	duo1
MF349	5.24061157	duo1
MF349	5.256305785	duo1
MF349	5.404760331	duo1
MF349	5.504231405	duo1
MF278	6.066206612	duo1
MF278	5.235785124	duo1
MF278	5.912669421	duo1
MF278	6.400305785	duo1
MF278	5.810214876	duo1
MF278	4.605760331	duo1
MF278	6.052066116	duo1
MF278	6.116504132	duo1
MF278	4.561983471	duo1
MF278	3.840479339	duo1
MF110	5.93961157	duo1
MF110	5.93961157	duo1
MF110	6.402049587	duo1
MF110	6.114991736	duo1
MF110	6.758710744	duo1
MF110	5.894528926	duo1
MF110	6.059983471	duo1
MF110	5.453669421	duo1
MF110	6.268735537	duo1
MF110	5.839297521	duo1
MF377	6.258264463	duo1
MF377	5.722446281	duo1
MF377	6.345214876	duo1
MF377	5.392710744	duo1
MF377	3.997024793	duo1
MF377	5.425115702	duo1
MF377	5.972438017	duo1
MF377	5.439247934	duo1
MF377	4.514454545	duo1
MF377	5.068991736	duo1
MF160	5.517247934	duo1
MF160	5.760801653	duo1
MF160	5.235107438	duo1
MF160	4.945024793	duo1
MF160	5.074619835	duo1
MF160	4.808438017	duo1
MF160	4.377702479	duo1
MF160	4.244586777	duo1
MF160	3.41653719	duo1
CL14	5.823487603	duo1
CL14	5.902586777	duo1
CL14	5.86022314	duo1
CL14	6.062421488	duo1
CL14	6.007528926	duo1
CL14	4.783057851	duo1
CL14	5.714057851	duo1
CL14	5.79677686	duo1
CL14	5.547049587	duo1
CL14	5.616190083	duo1
MF247	2.059165289	duo1
MF247	5.643363636	duo1
MF247	5.673181818	duo1
MF247	5.390404959	duo1
MF247	5.22222314	duo1
MF247	4.547380165	duo1
MF247	3.391454545	duo1
MF350	4.055652893	duo1
MF350	5.920677686	duo1
MF350	4.66153719	duo1
MF350	4.424380165	duo1
MF350	6.530115702	duo1
MF350	6.26814876	duo1
MF350	5.180305785	duo1
MF350	6.408644628	duo1
MF350	5.109016529	duo1
MF350	4.380942149	duo1
MF4	5.893066116	duo1
MF4	5.724380165	duo1
MF4	5.637239669	duo1
MF4	5.521057851	duo1
MF4	6.001842975	duo1
MF4	3.471115702	duo1
MF4	5.173553719	duo1
MF4	5.127190083	duo1
MF4	5.188743802	duo1
MF4	3.868371901	duo1
CL11	4.611363636	duo1
CL11	3.107438017	duo1
CL11	5.332570248	duo1
CL11	0.926206612	duo1
CL11	5.72053719	duo1
CL11	5.403008264	duo1
CL11	5.207842975	duo1
CL11	5.371900826	duo1
CL11	2.07146281	duo1
CL11	4.645066116	duo1
MF384	5.923264463	duo1
MF384	5.935933884	duo1
MF384	5.24061157	duo1
MF384	5.972438017	duo1
MF384	5.965909091	duo1
MF384	5.795528926	duo1
MF384	5.868140496	duo1
MF384	5.077636364	duo1
MF384	3.615570248	duo1
MF384	5.388528926	duo1
MF45	3.241735537	duo1
MF45	2.921090909	duo1
MF45	3.787719008	duo1
MF45	3.572123967	duo1
MF45	3.338884298	duo1
MF45	2.664438017	duo1
MF45	3.265619835	duo1
MF45	2.645917355	duo1
MF107	1.621942149	duo1
MF107	1.794355372	duo1
MF107	1.870396694	duo1
MF107	1.839471074	duo1
MF107	1.595363636	duo1
MF107	1.617553719	duo1
MF107	2.376603306	duo1
CL28	2.501595041	duo1
CL28	1.190132231	duo1
CL28	1.240099174	duo1
CL28	1.816842975	duo1
CL28	1.864900826	duo1
CL28	1.784338843	duo1
CL28	1.790859504	duo1
CL28	1.541793388	duo1
CL28	1.616867769	duo1
MF224	1.564322314	duo1
MF224	1.111867769	duo1
MF224	1.68853719	duo1
MF224	1.673429752	duo1
MF224	1.071834711	duo1
MF224	0.954966942	duo1
MF224	1.14753719	duo1
MF224	1.05707438	duo1
MF48	0.298553719	duo1
MF48	1.017735537	duo1
MF48	1.264702479	duo1
MF48	1.427289256	duo1
MF48	0.517702479	duo1
MF48	0.156809917	duo1
MF48	0.223140496	duo1
MF48	0.457165289	duo1
MF48	0.298553719	duo1
CL58	0.926206612	duo1
CL58	1.589702479	duo1
CL58	0.761942149	duo1
CL58	1.388826446	duo1
CL58	1.537280992	duo1
CL58	1.372	duo1
CL58	0.850876033	duo1
CL58	1.190082645	duo1
CL58	0.832371901	duo1
MF51	0.730272727	duo1
MF51	1.535413223	duo1
MF51	1.560826446	duo1
MF51	1.087644628	duo1
MF51	0.727272727	duo1
MF51	0.597107438	duo1
MF51	0.806024793	duo1
MF254	1.523892562	duo1
MF254	1.171570248	duo1
MF254	1.145272727	duo1
MF254	1.330652893	duo1
MF254	1.361809917	duo1
MF254	0.784033058	duo1
MF254	1.853082645	duo1
MF254	1.792	duo1
MF366	0.991735537	duo1
MF6	0.669371901	duo1
MF6	0.641867769	duo1
MF6	0.694214876	duo1
MF6	0.661983471	duo1
MF6	0.609553719	duo1
MF6	0.297520661	duo1
MF6	0.495867769	duo1
MF6	0.297520661	duo1
MF6	0.773867769	duo1
MF6	0.727272727	duo1
MF3	2.136520661	duo1
MF3	3.104272727	duo1
MF3	3.471702479	duo1
MF3	3.358586777	duo1
MF3	3.609214876	duo1
MF3	4.264595041	duo1
MF3	3.209338843	duo1
MF3	2.482859504	duo1
MF131	3.051198347	duo1
MF131	2.454421488	duo1
MF131	2.038041322	duo1
MF131	1.907644628	duo1
MF131	2.516380165	duo1
MF131	1.968694215	duo1
MF131	2.211619835	duo1
MF131	2.943322314	duo1
MF131	2.702933884	duo1
MF131	4.723512397	duo1
MF162	2.814892562	duo1
MF162	2.072735537	duo1
MF162	2.058446281	duo1
MF162	1.785297521	duo1
MF162	1.786669421	duo1
MF162	1.984090909	duo1
MF162	1.983628099	duo1
MF162	2.727272727	duo1
CL33	3.899421488	duo1
CL33	4.354892562	duo1
CL33	4.577115702	duo1
CL33	4.189132231	duo1
CL33	3.471429752	duo1
CL33	3.899421488	duo1
CL33	4.791545455	duo1
CL33	4.190157025	duo1
CL33	3.422297521	duo1
CL33	4.13477686	duo1
MF384	4.066115702	duo1
MF384	1.983471074	duo1
MF384	3.405727273	duo1
MF384	3.721983471	duo1
MF384	4.137231405	duo1
MF384	3.844975207	duo1
MF384	4.291834711	duo1
MF384	4.695909091	duo1
MF384	3.49622314	duo1
MF36	1.402528926	duo1
MF36	2.731438017	duo1
MF36	2.482438017	duo1
CL32	2.23146281	duo1
CL32	2.363867769	duo1
CL32	2.315528926	duo1
CL32	3.032413223	duo1
CL32	3.214950413	duo1
CL32	3.603305785	duo1
CL32	2.747834711	duo1
CL32	2.79431405	duo1
CL32	4.14414876	duo1
CL32	4.186520661	duo1
CL69	0.399785124	duo1
CL69	1.769289256	duo1
CL69	0.483876033	duo1
CL69	0.479338843	duo1
CL69	0.45114876	duo1
CL69	0.564165289	duo1
CL69	0.414545455	duo1
CL69	2.130181818	duo1
CL69	2.076603306	duo1
CL69	2.237520661	duo1
MF35	3.024892562	duo1
MF35	2.16853719	duo1
MF35	2.752181818	duo1
MF35	2.553842975	duo1
MF35	2.553842975	duo1
MF35	2.433545455	duo1
MF35	2.207165289	duo1
MF35	2.231404959	duo1
MF35	3.310917355	duo1
MF26	1.659677686	duo1
MF26	1.464702479	duo1
MF26	1.265438017	duo1
MF26	1.463652893	duo1
MF26	0.867768595	duo1
MF26	1.051892562	duo1
MF26	1.144801653	duo1
MF26	1.561198347	duo1
MF26	1.613289256	duo1
MF26	2.182380165	duo1
MF48	1.293066116	duo1
MF48	0.463991736	duo1
MF48	0.413553719	duo1
MF48	0.414545455	duo1
MF48	0.606181818	duo1
MF48	1.210677686	duo1
MF302	3.198446281	duo1
MF302	2.927297521	duo1
MF302	3.374181818	duo1
MF302	3.099272727	duo1
MF302	2.653008264	duo1
MF302	3.024892562	duo1
MF302	3.297892562	duo1
MF302	2.932338843	duo1
MF23	2.281528926	duo1
MF23	3.535380165	duo1
MF23	2.231958678	duo1
MF23	2.622123967	duo1
MF23	2.885958678	duo1
MF23	2.226991736	duo1
MF23	2.31907438	duo1
MF23	1.985950413	duo1
MF23	2.702595041	duo1
MF23	2.458049587	duo1
MF305	2.082793388	duo1
MF305	2.826553719	duo1
MF305	3.065165289	duo1
MF305	2.085008264	duo1
MF305	2.529049587	duo1
MF305	3.520752066	duo1
CL41	4.414966942	duo1
CL41	4.266264463	duo1
CL41	3.943396694	duo1
CL41	4.066421488	duo1
CL41	3.871661157	duo1
CL41	4.239669421	duo1
CL41	4.616966942	duo1
MF303	4.413347107	duo1
MF303	3.867909091	duo1
MF303	2.195859504	duo1
MF303	3.659768595	duo1
MF303	4.183909091	duo1
MF303	3.786099174	duo1
MF303	4.240173554	duo1
MF303	2.862561983	duo1
MF303	2.800421488	duo1
MF49	3.287264463	duo1
MF49	4.337768595	duo1
MF49	3.26361157	duo1
MF49	1.459231405	duo1
MF49	1.824553719	duo1
MF49	2.317826446	duo1
MF49	2.345305785	duo1
MF49	2.851661157	duo1
MF49	2.62814876	duo1
CL9	5.40677686	duo1
CL9	4.87614876	duo1
CL9	4.519206612	duo1
CL9	5.592272727	duo1
CL9	4.550528926	duo1
CL9	4.09053719	duo1
MF215	4.049619835	duo1
MF215	4.383933884	duo1
MF215	5.372	duo1
MF215	3.424041322	duo1
MF215	5.110669421	duo1
MF215	5.474090909	duo1
MF215	4.860206612	duo1
MF215	5.357008264	duo1
MF215	4.711471074	duo1
CL63	3.885173554	duo1
CL63	4.102702479	duo1
CL63	3.900024793	duo1
CL63	3.441983471	duo1
CL63	3.673586777	duo1
CL63	4.07353719	duo1
CL63	4.679322314	duo1
CL63	5.124636364	duo1
CL63	5.054099174	duo1
CL63	5.383107438	duo1
MF42	5.512165289	duo1
MF42	5.738801653	duo1
MF42	5.854289256	duo1
MF42	5.028107438	duo1
MF42	4.946082645	duo1
MF42	4.509735537	duo1
MF42	4.680966942	duo1
MF42	5.058396694	duo1
MF42	4.804033058	duo1
MF327	4.760586777	duo1
MF327	5.628099174	duo1
MF327	5.19514876	duo1
MF327	5.378280992	duo1
MF327	5.355429752	duo1
MF327	4.647553719	duo1
MF327	4.742024793	duo1
MF327	5.060041322	duo1
MF327	5.479561983	duo1
MF31	1.769826446	duo1
MF31	1.217876033	duo1
MF31	1.358694215	duo1
MF31	1.388826446	duo1
MF31	1.549933884	duo1
MF31	1.537280992	duo1
MF31	2.07561157	duo1
MF31	1.721867769	duo1
MF31	1.323239669	duo1
MF31	1.471909091	duo1
MF161	1.688867769	duo1
MF161	1.933884298	duo1
MF161	1.738371901	duo1
MF161	1.636553719	duo1
MF161	1.53738843	duo1
MF161	1.845404959	duo1
MF161	1.860165289	duo1
MF161	1.651504132	duo1
MF161	1.983628099	duo1
MF161	3.017264463	duo1
MF231	1.859669421	duo1
MF231	1.733586777	duo1
MF231	1.610041322	duo1
MF231	1.251760331	duo1
MF231	2.572066116	duo1
MF231	2.207867769	duo1
MF231	1.495024793	duo1
MF231	1.872842975	duo1
MF231	1.809743802	duo1
MF231	1.934520661	duo1
MF376	1.051892562	duo1
MF376	1.304892562	duo1
MF376	1.643107438	duo1
MF376	1.637115702	duo1
MF376	1.090909091	duo1
MF376	1.565132231	duo1
MF376	2.702933884	duo1
MF376	3.191520661	duo1
MF376	3.72107438	duo1
MF366	0.966942149	duo1
MF366	0.550504132	duo1
MF366	0.126421488	duo1
MF366	0.559363636	duo1
MF366	1.093438017	duo1
MF366	0.950272727	duo1
MF366	0.978322314	duo1
MF366	0.599669421	duo1
MF366	0.545454545	duo1
MF7	0.778528926	duo1
MF7	0.843338843	duo1
MF7	0.559363636	duo1
MF7	0.546016529	duo1
MF7	0.570247934	duo1
MF57	6.64668595	duo1
MF57	5.345363636	duo1
MF57	5.986760331	duo1
MF57	5.860570248	duo1
MF57	5.592933884	duo1
MF57	5.246628099	duo1
MF57	5.29431405	duo1
MF57	5.72368595	duo1
MF57	5.822785124	duo1
MF50	1.186867769	duo1
MF50	1.02692562	duo1
MF50	1.587123967	duo1
MF50	1.990347107	duo1
MF50	1.89153719	duo1
MF50	1.588157025	duo1
MF50	1.985950413	duo1
MF50	1.686272727	duo1
MF105	5.679041322	duo1
MF105	5.826661157	duo1
MF105	6.519528926	duo1
MF105	6.552214876	duo1
MF105	5.802553719	duo1
MF105	6.071950413	duo1
MF105	6.203305785	duo1
MF105	6.115479339	duo1
MF10	2.516305785	duo2
MF10	1.423884298	duo2
MF10	2.595247934	duo2
MF10	2.212280992	duo2
MF10	1.702561983	duo2
CL33	3.918057851	duo2
CL33	6.27292562	duo2
CL33	5.638793388	duo2
CL33	3.967247934	duo2
MF3	2.743454545	duo2
MF3	2.852966942	duo2
MF3	3.50631405	duo2
MF3	2.826446281	duo2
MF3	2.877743802	duo2
MF23	2.886702479	duo2
MF23	3.762231405	duo2
MF23	4.07977686	duo2
MF31	1.561983471	duo2
MF31	0.925694215	duo2
MF31	0.867768595	duo2
MF31	1.011371901	duo2
CL52	2.238247934	duo2
CL52	1.268942149	duo2
CL52	1.577140496	duo2
CL52	1.955884298	duo2
CL52	2.602041322	duo2
CL72	1.369256198	duo2
MF224	4.208818182	duo2
MF224	3.600512397	duo2
MF224	4.293842975	duo2
MF224	4.786727273	duo2
CL69	6.736793388	duo2
CL69	6.120487603	duo2
CL69	6.830140496	duo2
MF36	3.183008264	duo2
MF36	3.311107438	duo2
MF36	4.626082645	duo2
MF36	1.506933884	duo2
MF491	1.479727273	duo2
MF491	0.768595041	duo2
MF491	1.125578512	duo2
MF491	1.190082645	duo2
MF491	1.367239669	duo2
CL41	4.96638843	duo2
CL41	7.042561983	duo2
CL41	5.058826446	duo2
MF26	0.661570248	duo2
MF26	1.02692562	duo2
MF26	0.561256198	duo2
MF48	2.803404959	duo2
MF48	1.561983471	duo2
MF48	2.654743802	duo2
MF57	5.989157025	duo2
MF57	4.78268595	duo2
MF57	4.630049587	duo2
MF57	4.224231405	duo2
MF57	3.785264463	duo2
MF57	5.434099174	duo2
MF50	5.246421488	duo2
MF50	4.630793388	duo2
MF50	4.995545455	duo2
MF50	4.985016529	duo2
MF50	5.289363636	duo2
CL58	1.616330579	duo2
CL58	1.587553719	duo2
CL58	1.966355372	duo2
CL58	1.700652893	duo2
CL58	3.619661157	duo2
CL91	0.523016529	duo2
CL91	1.191115702	duo2
CL91	0.523016529	duo2
CL91	0.32231405	duo2
CL91	1.342512397	duo2
MF254	1.133198347	duo2
MF389	2.015752066	duo2
MF389	2.572429752	duo2
MF389	0.966942149	duo2
MF42	6.050041322	duo2
MF42	4.240322314	duo2
MF42	4.487876033	duo2
MF42	4.959231405	duo2
MF42	3.173652893	duo2
MF42	5.315561983	duo2
MF42	5.116099174	duo2
MF42	1.983628099	duo2
MF106	2.669983471	duo2
MF106	1.756834711	duo2
MF106	1.332859504	duo2
MF106	1.342049587	duo2
MF106	1.984710744	duo2
MF106	2.69438843	duo2
MF106	2.776528926	duo2
MF376	5.600504132	duo2
MF376	5.143958678	duo2
MF376	2.35746281	duo2
MF376	4.369966942	duo2
CL130	0.624280992	duo2
CL130	0.570247934	duo2
CL130	1.26931405	duo2
CL130	0.743801653	duo2
MF6	0.28268595	duo2
MF6	0.719008264	duo2
MF6	0.354983471	duo2
MF7	1.251760331	duo2
MF7	1.297809917	duo2
MF7	0.545454545	duo2
MF7	1.115975207	duo2
MF161	3.162785124	duo2
MF161	2.785809917	duo2
MF161	2.568239669	duo2
MF161	2.72907438	duo2
MF161	2.831768595	duo2
MF161	2.75307438	duo2
MF107	3.47107438	duo2
MF107	1.194206612	duo2
MF107	2.543520661	duo2
MF107	2.414132231	duo2
MF302	3.746752066	duo2
MF302	5.022049587	duo2
MF302	3.421842975	duo2
MF302	3.527727273	duo2
MF302	6.124165289	duo2
MF302	5.21138843	duo2
MF231	0.645107438	duo2
MF231	0.79377686	duo2
MF231	0.496487603	duo2
MF231	0.67353719	duo2
CL28	0.870950413	duo2
CL28	0.578809917	duo2
CL28	0.768991736	duo2
CL28	0.794933884	duo2
CL28	0.252842975	duo2
CL28	0.83638843	duo2
CL28	1.084413223	duo2
MF131	1.153628099	duo2
MF131	1.439942149	duo2
MF131	2.108752066	duo2
NB	6.025	duo2
NB	6.77	duo2
CL58	4.835280992	tir
CL58	3.223140496	tir
CL58	2.023512397	tir
CL58	1.81822314	tir
CL58	2.530867769	tir
MF42	5.060553719	tir
MF42	4.274826446	tir
MF42	6.413305785	tir
MF42	5.549190083	tir
MF305	3.636363636	tir
MF305	5.246628099	tir
MF305	2.744595041	tir
MF305	3.603305785	tir
MF305	4.974520661	tir
MF107	1.223586777	tir
MF107	1.062487603	tir
MF107	1.35577686	tir
MF107	1.000512397	tir
MF107	0.859504132	tir
MF302	5.869512397	tir
MF302	5.239438017	tir
MF302	4.483818182	tir
MF302	6.30677686	tir
MF302	5.822785124	tir
MF302	6.616859504	tir
MF106	1.719520661	tir
MF106	1.685950413	tir
MF106	2.86414876	tir
MF106	2.268157025	tir
MF106	2.584347107	tir
MF389	6.047247934	tir
MF389	4.713090909	tir
MF389	6.322512397	tir
MF389	4.93892562	tir
MF389	5.183950413	tir
CL69	5.513033058	tir
CL69	5.259942149	tir
CL69	5.881049587	tir
CL69	5.470049587	tir
CL69	5.26907438	tir
MF161	1.059917355	tir
MF161	1.076289256	tir
MF161	0.661157025	tir
MF161	0.926206612	tir
MF161	0.495867769	tir
MF376	0.978983471	tir
MF376	0.728024793	tir
MF376	2.366578512	tir
MF376	1.124454545	tir
MF376	1.124454545	tir
MF303	3.024793388	tir
MF303	3.776743802	tir
MF303	5.017090909	tir
MF303	3.173652893	tir
MF303	3.723057851	tir
MF57	6.712049587	tir
MF57	6.597752066	tir
MF57	6.232520661	tir
MF57	5.917727273	tir
MF57	6.076264463	tir
MF3	1.304421488	tir
MF3	2.082644628	tir
MF3	2.086834711	tir
MF3	1.752066116	tir
MF3	1.819380165	tir
MF6	2.018966942	tir
MF6	1.874991736	tir
MF6	1.965760331	tir
MF6	1.556181818	tir
MF6	1.037512397	tir
CL28	1.96492562	tir
CL28	1.847991736	tir
CL28	1.754867769	tir
CL28	1.620173554	tir
CL28	1.239115702	tir
MF224	3.997966942	tir
MF224	4.091206612	tir
MF224	3.501487603	tir
MF224	4.408628099	tir
MF224	4.659900826	tir
MF48	1.637115702	tir
MF48	2.245140496	tir
MF48	0.694661157	tir
MF48	0.754057851	tir
MF48	1.140768595	tir
NB	5.37177686	tir
NB	5.704752066	tir
NB	5.686818182	tir
NB	6.126768595	tir
NB	5.73361157	tir
CL11	5.721900826	mono2
CL11	6.296396694	mono2
CL11	6.359495868	mono2
CL11	6.387702479	mono2
CL11	6.395206612	mono2
CL11	6.590429752	mono2
CL11	6.702933884	mono2
CL11	6.727603306	mono2
CL11	6.731115702	mono2
CL14	5.295404959	mono2
CL14	5.449355372	mono2
CL14	5.504016529	mono2
CL14	5.760876033	mono2
CL14	5.769355372	mono2
CL14	5.837355372	mono2
CL14	6.113917355	mono2
CL14	6.156057851	mono2
CL14	6.177190083	mono2
CL14	6.242818182	mono2
CL144	5.678553719	mono2
CL144	5.835669421	mono2
CL144	5.91414876	mono2
CL144	5.98261157	mono2
CL144	6.013099174	mono2
CL144	6.064661157	mono2
CL144	6.197603306	mono2
CL144	6.200132231	mono2
CL144	6.471834711	mono2
CL144	6.498	mono2
CL21	6.351950413	mono2
CL21	6.584826446	mono2
CL21	6.69714876	mono2
CL21	6.746719008	mono2
CL21	6.767867769	mono2
CL21	6.908644628	mono2
CL21	6.992834711	mono2
CL21	7.239710744	mono2
CL21	7.266157025	mono2
CL21	7.314090909	mono2
CL58	0.79338843	mono2
CL58	0.893942149	mono2
CL58	1.289495868	mono2
CL58	1.328933884	mono2
CL58	1.340909091	mono2
CL58	1.383107438	mono2
CL58	1.470355372	mono2
CL58	1.58153719	mono2
CL58	1.605644628	mono2
CL58	1.606033058	mono2
CL69	0.743801653	mono2
CL69	1.374636364	mono2
CL69	1.416702479	mono2
CL69	1.512396694	mono2
CL69	1.562181818	mono2
CL69	1.569049587	mono2
CL69	1.58677686	mono2
CL69	1.587553719	mono2
CL69	1.712	mono2
CL69	2.254561983	mono2
CL71	5.528983471	mono2
CL71	5.902702479	mono2
CL71	6.034528926	mono2
CL71	6.050041322	mono2
CL71	6.096652893	mono2
CL71	6.112057851	mono2
CL71	6.148958678	mono2
CL71	6.177586777	mono2
CL71	6.275123967	mono2
CL71	6.40361157	mono2
MF110	4.514099174	mono2
MF110	6.131190083	mono2
MF110	6.65853719	mono2
MF110	6.681619835	mono2
MF110	6.719421488	mono2
MF110	6.725181818	mono2
MF110	6.75546281	mono2
MF110	6.952099174	mono2
MF110	7.243107438	mono2
MF110	7.521595041	mono2
MF113	2.132809917	mono2
MF113	2.330578512	mono2
MF113	2.727727273	mono2
MF113	3.057735537	mono2
MF113	3.074380165	mono2
MF113	3.226570248	mono2
MF113	3.392347107	mono2
MF113	3.405727273	mono2
MF113	4.077966942	mono2
MF113	4.529801653	mono2
MF160	5.520247934	mono2
MF160	6.719057851	mono2
MF160	6.744528926	mono2
MF160	6.794520661	mono2
MF160	6.839966942	mono2
MF160	6.844099174	mono2
MF160	6.84585124	mono2
MF160	6.885644628	mono2
MF160	6.886	mono2
MF160	7.077239669	mono2
MF220A	4.626545455	mono2
MF220A	5.807421488	mono2
MF220A	6.073619835	mono2
MF220A	6.085752066	mono2
MF220A	6.20077686	mono2
MF220A	6.226297521	mono2
MF220A	6.300644628	mono2
MF220A	6.329115702	mono2
MF220A	6.42431405	mono2
MF220A	6.627305785	mono2
MF278	6.73914876	mono2
MF278	7.011975207	mono2
MF278	7.141181818	mono2
MF278	7.210958678	mono2
MF278	7.225942149	mono2
MF278	7.276677686	mono2
MF278	7.312702479	mono2
MF278	7.395958678	mono2
MF278	7.581140496	mono2
MF295	6.439793388	mono2
MF295	6.967115702	mono2
MF295	7.266876033	mono2
MF295	7.405545455	mono2
MF295	7.463181818	mono2
MF295	7.534909091	mono2
MF295	7.62814876	mono2
MF295	7.686107438	mono2
MF295	7.847413223	mono2
MF295	8.129247934	mono2
MF3	0.646528926	mono2
MF3	0.709975207	mono2
MF3	0.79338843	mono2
MF3	1.79353719	mono2
MF3	2.289603306	mono2
MF3	3.37353719	mono2
MF3	3.982793388	mono2
MF349	6.245033058	mono2
MF349	6.893677686	mono2
MF349	6.928900826	mono2
MF349	7.178363636	mono2
MF349	7.21185124	mono2
MF349	7.318082645	mono2
MF349	7.349892562	mono2
MF349	7.604785124	mono2
MF349	7.614520661	mono2
MF349	7.77185124	mono2
MF35	1.314983471	mono2
MF35	2.489363636	mono2
MF35	4.09931405	mono2
MF35	4.192719008	mono2
MF35	4.307561983	mono2
MF35	4.596413223	mono2
MF35	4.598090909	mono2
MF35	4.760330579	mono2
MF35	5.172256198	mono2
MF350	3.506752066	mono2
MF350	3.83977686	mono2
MF350	5.410413223	mono2
MF350	6.62892562	mono2
MF350	6.707652893	mono2
MF350	7.058280992	mono2
MF350	7.163404959	mono2
MF350	7.171809917	mono2
MF350	7.344867769	mono2
MF36	1.070719008	mono2
MF36	1.765214876	mono2
MF36	1.838892562	mono2
MF36	2.525644628	mono2
MF36	2.709752066	mono2
MF36	2.833396694	mono2
MF36	2.954157025	mono2
MF369	5.391347107	mono2
MF369	5.967950413	mono2
MF369	6.021322314	mono2
MF369	6.067545455	mono2
MF369	6.170768595	mono2
MF369	6.294297521	mono2
MF369	6.347297521	mono2
MF369	6.422586777	mono2
MF369	6.599371901	mono2
MF369	6.744214876	mono2
MF375	5.679471074	mono2
MF375	6.545644628	mono2
MF375	6.571793388	mono2
MF375	6.602909091	mono2
MF375	6.844504132	mono2
MF375	6.896842975	mono2
MF375	6.925570248	mono2
MF375	6.94577686	mono2
MF375	7.053231405	mono2
MF375	7.349768595	mono2
MF376	1.011644628	mono2
MF376	1.070429752	mono2
MF376	1.260107438	mono2
MF376	1.282991736	mono2
MF376	1.310066116	mono2
MF376	1.453421488	mono2
MF376	1.47107438	mono2
MF376	1.706404959	mono2
MF376	2.274578512	mono2
MF376	2.932338843	mono2
MF384	6.862132231	mono2
MF384	6.928950413	mono2
MF384	7.104942149	mono2
MF384	7.14877686	mono2
MF384	7.268404959	mono2
MF384	7.305859504	mono2
MF384	7.381694215	mono2
MF384	7.486801653	mono2
MF384	7.489553719	mono2
MF384	7.505842975	mono2
MF397	7.194355372	mono2
MF397	7.412355372	mono2
MF397	7.609991736	mono2
MF397	7.636768595	mono2
MF397	7.638942149	mono2
MF397	7.935785124	mono2
MF397	7.938570248	mono2
MF397	8.110165289	mono2
MF397	8.131099174	mono2
MF397	8.185157025	mono2
MF4	4.333173554	mono2
MF4	5.598363636	mono2
MF4	5.702966942	mono2
MF4	6.020760331	mono2
MF4	6.116785124	mono2
MF4	6.156157025	mono2
MF4	6.230842975	mono2
MF4	6.335909091	mono2
MF4	6.506454545	mono2
MF4	6.541413223	mono2
MF40	4.705520661	mono2
MF40	4.761942149	mono2
MF40	5.158512397	mono2
MF40	5.329256198	mono2
MF40	5.426636364	mono2
MF40	5.437900826	mono2
MF40	5.443264463	mono2
MF45	2.721628099	mono2
MF45	4.420809917	mono2
MF45	5.24461157	mono2
MF45	5.326421488	mono2
MF45	5.520082645	mono2
MF45	5.676818182	mono2
MF45	5.730867769	mono2
MF45	5.894884298	mono2
MF45	5.938884298	mono2
MF455	5.273140496	mono2
MF455	5.532256198	mono2
MF455	5.736702479	mono2
MF455	5.879859504	mono2
MF455	6.327661157	mono2
MF455	6.465363636	mono2
MF455	6.496958678	mono2
MF455	6.535512397	mono2
MF455	6.556628099	mono2
MF455	6.728636364	mono2
MF48	1.622272727	mono2
MF48	1.730198347	mono2
MF48	1.831487603	mono2
MF48	1.840619835	mono2
MF48	1.860694215	mono2
MF48	1.92446281	mono2
MF48	1.975528926	mono2
