GFP_Intensity	Genotype	Strain	Time	Rep
191	15.798	DR5	CL28	01d	Rep1
192	10.322	DR5	CL28	01d	Rep1
193	11.419	DR5	CL28	01d	Rep1
194	11.617	DR5	CL28	01d	Rep1
195	9.756	DR5	CL28	01d	Rep1
196	12.523	DR5	CL28	01d	Rep1
197	9.822	DR5	CL28	01d	Rep1
198	9.179	DR5	CL28	01d	Rep1
199	10.448	DR5	CL28	01d	Rep1
200	10.524	DR5	CL28	01d	Rep1
201	11.101	DR5	CL28	01d	Rep1
202	10.58	DR5	CL28	01d	Rep1
203	9.74	DR5	CL28	01d	Rep1
204	8.954	DR5	CL28	01d	Rep1
205	9.983	DR5	CL28	01d	Rep1
206	9.097	DR5	CL28	01d	Rep1
207	10.108	DR5	CL28	01d	Rep1
208	8.511	DR5	CL28	01d	Rep1
209	9.853	DR5	CL28	01d	Rep1
210	10.909	DR5	CL28	01d	Rep1
211	8.64	DR5	CL28	01d	Rep1
212	8.872	DR5	CL28	01d	Rep1
213	8.367	DR5	CL28	01d	Rep1
214	9.06	DR5	CL28	01d	Rep1
215	7.36	DR5	CL28	01d	Rep1
216	7.834	DR5	CL28	01d	Rep1
217	8.384	DR5	CL28	01d	Rep1
218	8.837	DR5	CL28	01d	Rep1
219	8.601	DR5	CL28	01d	Rep1
220	8.763	DR5	CL28	01d	Rep1
221	7.68	DR5	CL28	01d	Rep1
222	7.544	DR5	CL28	01d	Rep1
223	7.102	DR5	CL28	01d	Rep1
224	6.428	DR5	CL28	01d	Rep1
225	7.212	DR5	CL28	01d	Rep1
226	6.168	DR5	CL28	01d	Rep1
227	8.039	DR5	CL28	01d	Rep1
228	8.397	DR5	CL28	01d	Rep1
229	6.249	DR5	CL28	01d	Rep1
230	7.622	DR5	CL28	01d	Rep1
231	7.758	DR5	CL28	01d	Rep1
232	11.102	DR5	CL28	01d	Rep1
233	7.898	DR5	CL28	01d	Rep1
234	8.706	DR5	CL28	01d	Rep1
235	7.424	DR5	CL28	01d	Rep1
236	9.941	DR5	CL28	01d	Rep1
237	7.276	DR5	CL28	01d	Rep1
238	9.197	DR5	CL28	01d	Rep1
239	8.541	DR5	CL28	01d	Rep1
240	7.538	DR5	CL28	01d	Rep1
241	9.858	DR5	CL28	01d	Rep1
242	10.379	DR5	CL28	01d	Rep1
243	9.157	DR5	CL28	01d	Rep1
244	9.419	DR5	CL28	01d	Rep1
245	9.383	DR5	CL28	01d	Rep1
246	8.684	DR5	CL28	01d	Rep1
247	6.972	DR5	CL28	01d	Rep1
248	8.491	DR5	CL28	01d	Rep1
249	8.808	DR5	CL28	01d	Rep1
250	8.771	DR5	CL28	01d	Rep1
251	9.487	DR5	CL28	01d	Rep1
252	9.691	DR5	CL28	01d	Rep1
253	10.85	DR5	CL28	01d	Rep1
254	8.863	DR5	CL28	01d	Rep1
255	10.213	DR5	CL28	01d	Rep1
256	7.668	DR5	CL28	01d	Rep1
257	7.423	DR5	CL28	01d	Rep1
258	8.608	DR5	CL28	01d	Rep1
259	10.158	DR5	CL28	01d	Rep1
260	8.834	DR5	CL28	01d	Rep1
261	10.482	DR5	CL28	01d	Rep1
262	9.591	DR5	CL28	01d	Rep1
263	9.177	DR5	CL28	01d	Rep1
264	9.404	DR5	CL28	01d	Rep1
265	7.1	DR5	CL28	01d	Rep1
266	7.761	DR5	CL28	01d	Rep1
267	7.414	DR5	CL28	01d	Rep1
268	7.377	DR5	CL28	01d	Rep1
269	9.64	DR5	CL28	01d	Rep1
270	7.444	DR5	CL28	01d	Rep1
271	10.858	DR5	CL28	03d	Rep1
272	10.979	DR5	CL28	03d	Rep1
273	10.912	DR5	CL28	03d	Rep1
274	11.256	DR5	CL28	03d	Rep1
275	11.828	DR5	CL28	03d	Rep1
276	10.157	DR5	CL28	03d	Rep1
277	11.397	DR5	CL28	03d	Rep1
278	11.562	DR5	CL28	03d	Rep1
279	11.134	DR5	CL28	03d	Rep1
280	11.86	DR5	CL28	03d	Rep1
281	9.381	DR5	CL28	03d	Rep1
282	9.061	DR5	CL28	03d	Rep1
283	10.569	DR5	CL28	03d	Rep1
284	9.638	DR5	CL28	03d	Rep1
285	9.736	DR5	CL28	03d	Rep1
286	6.664	DR5	CL28	03d	Rep1
287	10.98	DR5	CL28	03d	Rep1
288	8.923	DR5	CL28	03d	Rep1
289	8.816	DR5	CL28	03d	Rep1
290	6.33	DR5	CL28	03d	Rep1
291	7.624	DR5	CL28	03d	Rep1
292	6.684	DR5	CL28	03d	Rep1
293	6.93	DR5	CL28	03d	Rep1
294	6.479	DR5	CL28	03d	Rep1
295	7.754	DR5	CL28	03d	Rep1
296	6.363	DR5	CL28	03d	Rep1
297	6.508	DR5	CL28	03d	Rep1
298	9.74	DR5	CL28	03d	Rep1
299	6.381	DR5	CL28	03d	Rep1
300	6.456	DR5	CL28	03d	Rep1
301	15.077	DR5	CL28	03d	Rep1
302	19.069	DR5	CL28	03d	Rep1
303	18.647	DR5	CL28	03d	Rep1
304	16.204	DR5	CL28	03d	Rep1
305	12.573	DR5	CL28	03d	Rep1
306	17.609	DR5	CL28	03d	Rep1
307	16.65	DR5	CL28	03d	Rep1
308	17.55	DR5	CL28	03d	Rep1
309	14.463	DR5	CL28	03d	Rep1
310	13.092	DR5	CL28	03d	Rep1
311	7.457	DR5	CL28	03d	Rep1
312	7.147	DR5	CL28	03d	Rep1
313	9.854	DR5	CL28	03d	Rep1
314	6.844	DR5	CL28	03d	Rep1
315	6.85	DR5	CL28	03d	Rep1
316	8.188	DR5	CL28	03d	Rep1
317	6.552	DR5	CL28	03d	Rep1
318	6.337	DR5	CL28	03d	Rep1
319	8.721	DR5	CL28	03d	Rep1
320	5.942	DR5	CL28	03d	Rep1
321	10.158	DR5	CL28	03d	Rep1
322	10.897	DR5	CL28	03d	Rep1
323	10.851	DR5	CL28	03d	Rep1
324	9.581	DR5	CL28	03d	Rep1
325	9.218	DR5	CL28	03d	Rep1
326	9.743	DR5	CL28	03d	Rep1
327	8.947	DR5	CL28	03d	Rep1
328	12.098	DR5	CL28	03d	Rep1
329	8.264	DR5	CL28	03d	Rep1
330	10.664	DR5	CL28	03d	Rep1
331	9.432	DR5	CL28	03d	Rep1
332	10.231	DR5	CL28	03d	Rep1
333	8.852	DR5	CL28	03d	Rep1
334	9.249	DR5	CL28	03d	Rep1
335	7.276	DR5	CL28	03d	Rep1
336	7.363	DR5	CL28	03d	Rep1
337	9.698	DR5	CL28	03d	Rep1
338	6.908	DR5	CL28	03d	Rep1
339	8.692	DR5	CL28	03d	Rep1
340	9.553	DR5	CL28	03d	Rep1
341	19.362	DR5	CL28	06d	Rep1
342	19.82	DR5	CL28	06d	Rep1
343	19.713	DR5	CL28	06d	Rep1
344	20.999	DR5	CL28	06d	Rep1
345	25.754	DR5	CL28	06d	Rep1
346	24.784	DR5	CL28	06d	Rep1
347	20.038	DR5	CL28	06d	Rep1
348	17.833	DR5	CL28	06d	Rep1
349	15.313	DR5	CL28	06d	Rep1
350	15.004	DR5	CL28	06d	Rep1
351	23.866	DR5	CL28	06d	Rep1
352	30.394	DR5	CL28	06d	Rep1
353	30.348	DR5	CL28	06d	Rep1
354	25.472	DR5	CL28	06d	Rep1
355	30.72	DR5	CL28	06d	Rep1
356	28.686	DR5	CL28	06d	Rep1
357	28.658	DR5	CL28	06d	Rep1
358	33.55	DR5	CL28	06d	Rep1
359	29.619	DR5	CL28	06d	Rep1
360	30.388	DR5	CL28	06d	Rep1
361	24.057	DR5	CL28	06d	Rep1
362	24.727	DR5	CL28	06d	Rep1
363	24.101	DR5	CL28	06d	Rep1
364	23.247	DR5	CL28	06d	Rep1
365	26.024	DR5	CL28	06d	Rep1
366	25.577	DR5	CL28	06d	Rep1
367	19.743	DR5	CL28	06d	Rep1
368	22.151	DR5	CL28	06d	Rep1
369	26.018	DR5	CL28	06d	Rep1
370	24.794	DR5	CL28	06d	Rep1
371	29.417	DR5	CL28	06d	Rep1
372	25.179	DR5	CL28	06d	Rep1
373	28.49	DR5	CL28	06d	Rep1
374	34.1	DR5	CL28	06d	Rep1
375	29.926	DR5	CL28	06d	Rep1
376	29.606	DR5	CL28	06d	Rep1
377	24.823	DR5	CL28	06d	Rep1
378	30.591	DR5	CL28	06d	Rep1
379	35.126	DR5	CL28	06d	Rep1
380	29.182	DR5	CL28	06d	Rep1
381	41.669	DR5	CL28	06d	Rep1
382	38.555	DR5	CL28	06d	Rep1
383	40.797	DR5	CL28	06d	Rep1
384	41.788	DR5	CL28	06d	Rep1
385	34.8	DR5	CL28	06d	Rep1
386	34.08	DR5	CL28	06d	Rep1
387	41.421	DR5	CL28	06d	Rep1
388	32.753	DR5	CL28	06d	Rep1
389	34.574	DR5	CL28	06d	Rep1
390	45.043	DR5	CL28	06d	Rep1
391	24.618	DR5	CL28	06d	Rep1
392	23.744	DR5	CL28	06d	Rep1
393	26.971	DR5	CL28	06d	Rep1
394	26.023	DR5	CL28	06d	Rep1
395	23.979	DR5	CL28	06d	Rep1
396	25.436	DR5	CL28	06d	Rep1
397	23.872	DR5	CL28	06d	Rep1
398	25.818	DR5	CL28	06d	Rep1
399	26.661	DR5	CL28	06d	Rep1
400	24.488	DR5	CL28	06d	Rep1
401	26.81	DR5	CL28	06d	Rep1
402	21.317	DR5	CL28	06d	Rep1
403	31.532	DR5	CL28	06d	Rep1
404	22.794	DR5	CL28	06d	Rep1
405	25.868	DR5	CL28	06d	Rep1
406	26.641	DR5	CL28	06d	Rep1
407	29.397	DR5	CL28	06d	Rep1
408	31.289	DR5	CL28	06d	Rep1
409	26.687	DR5	CL28	06d	Rep1
410	28.324	DR5	CL28	06d	Rep1
411	24.372	DR5	CL28	06d	Rep1
412	26.081	DR5	CL28	06d	Rep1
413	28.026	DR5	CL28	06d	Rep1
414	24.769	DR5	CL28	06d	Rep1
415	23.573	DR5	CL28	06d	Rep1
416	24.714	DR5	CL28	06d	Rep1
417	24.523	DR5	CL28	06d	Rep1
418	24.759	DR5	CL28	06d	Rep1
419	21.111	DR5	CL28	06d	Rep1
420	23.968	DR5	CL28	06d	Rep1
421	8.963	DR5	CL28+CL14	01d	Rep1
422	12.78	DR5	CL28+CL14	01d	Rep1
423	9.832	DR5	CL28+CL14	01d	Rep1
424	9.513	DR5	CL28+CL14	01d	Rep1
425	10.462	DR5	CL28+CL14	01d	Rep1
426	10.671	DR5	CL28+CL14	01d	Rep1
427	8.134	DR5	CL28+CL14	01d	Rep1
428	7.401	DR5	CL28+CL14	01d	Rep1
429	8.177	DR5	CL28+CL14	01d	Rep1
430	10.103	DR5	CL28+CL14	01d	Rep1
431	10.161	DR5	CL28+CL14	01d	Rep1
432	12.072	DR5	CL28+CL14	01d	Rep1
433	11.231	DR5	CL28+CL14	01d	Rep1
434	11.33	DR5	CL28+CL14	01d	Rep1
435	9.218	DR5	CL28+CL14	01d	Rep1
436	8.937	DR5	CL28+CL14	01d	Rep1
437	8.089	DR5	CL28+CL14	01d	Rep1
438	9.451	DR5	CL28+CL14	01d	Rep1
439	8.972	DR5	CL28+CL14	01d	Rep1
440	9.341	DR5	CL28+CL14	01d	Rep1
441	10.189	DR5	CL28+CL14	01d	Rep1
442	12.53	DR5	CL28+CL14	01d	Rep1
443	12.537	DR5	CL28+CL14	01d	Rep1
444	10.331	DR5	CL28+CL14	01d	Rep1
445	9.133	DR5	CL28+CL14	01d	Rep1
446	6.901	DR5	CL28+CL14	01d	Rep1
447	7.828	DR5	CL28+CL14	01d	Rep1
448	8.95	DR5	CL28+CL14	01d	Rep1
449	10.12	DR5	CL28+CL14	01d	Rep1
450	8.96	DR5	CL28+CL14	01d	Rep1
451	8.844	DR5	CL28+CL14	01d	Rep1
452	9.703	DR5	CL28+CL14	01d	Rep1
453	8.031	DR5	CL28+CL14	01d	Rep1
454	9.157	DR5	CL28+CL14	01d	Rep1
455	9.078	DR5	CL28+CL14	01d	Rep1
456	9.838	DR5	CL28+CL14	01d	Rep1
457	9.017	DR5	CL28+CL14	01d	Rep1
458	8.47	DR5	CL28+CL14	01d	Rep1
459	9.588	DR5	CL28+CL14	01d	Rep1
460	9.204	DR5	CL28+CL14	01d	Rep1
461	8.04	DR5	CL28+CL14	01d	Rep1
462	10.183	DR5	CL28+CL14	01d	Rep1
463	8.43	DR5	CL28+CL14	01d	Rep1
464	8.047	DR5	CL28+CL14	01d	Rep1
465	9.678	DR5	CL28+CL14	01d	Rep1
466	7.581	DR5	CL28+CL14	01d	Rep1
467	7.476	DR5	CL28+CL14	01d	Rep1
468	8.501	DR5	CL28+CL14	01d	Rep1
469	9.84	DR5	CL28+CL14	01d	Rep1
470	6.727	DR5	CL28+CL14	01d	Rep1
471	9.138	DR5	CL28+CL14	01d	Rep1
472	12.237	DR5	CL28+CL14	01d	Rep1
473	10.697	DR5	CL28+CL14	01d	Rep1
474	9.114	DR5	CL28+CL14	01d	Rep1
475	11.187	DR5	CL28+CL14	01d	Rep1
476	8.322	DR5	CL28+CL14	01d	Rep1
477	7.386	DR5	CL28+CL14	01d	Rep1
478	11.648	DR5	CL28+CL14	01d	Rep1
479	11.31	DR5	CL28+CL14	01d	Rep1
480	8.879	DR5	CL28+CL14	01d	Rep1
481	9.85	DR5	CL28+CL14	01d	Rep1
482	12.253	DR5	CL28+CL14	01d	Rep1
483	9.593	DR5	CL28+CL14	01d	Rep1
484	11.722	DR5	CL28+CL14	01d	Rep1
485	13.433	DR5	CL28+CL14	01d	Rep1
486	9.918	DR5	CL28+CL14	01d	Rep1
487	10.9	DR5	CL28+CL14	01d	Rep1
488	7.717	DR5	CL28+CL14	01d	Rep1
489	8.741	DR5	CL28+CL14	01d	Rep1
490	7.363	DR5	CL28+CL14	01d	Rep1
491	10.006	DR5	CL28+CL14	01d	Rep1
492	14.998	DR5	CL28+CL14	01d	Rep1
493	15.46	DR5	CL28+CL14	01d	Rep1
494	10.574	DR5	CL28+CL14	01d	Rep1
495	10.101	DR5	CL28+CL14	01d	Rep1
496	10.259	DR5	CL28+CL14	01d	Rep1
497	9.413	DR5	CL28+CL14	01d	Rep1
498	11.38	DR5	CL28+CL14	01d	Rep1
499	8.898	DR5	CL28+CL14	01d	Rep1
500	8.18	DR5	CL28+CL14	01d	Rep1
501	6.056	DR5	CL28+CL14	03d	Rep1
502	6.529	DR5	CL28+CL14	03d	Rep1
503	6.661	DR5	CL28+CL14	03d	Rep1
504	5.859	DR5	CL28+CL14	03d	Rep1
505	6.346	DR5	CL28+CL14	03d	Rep1
506	6.206	DR5	CL28+CL14	03d	Rep1
507	5.964	DR5	CL28+CL14	03d	Rep1
508	6.436	DR5	CL28+CL14	03d	Rep1
509	5.9	DR5	CL28+CL14	03d	Rep1
510	5.617	DR5	CL28+CL14	03d	Rep1
511	6.879	DR5	CL28+CL14	03d	Rep1
512	7.037	DR5	CL28+CL14	03d	Rep1
513	8.17	DR5	CL28+CL14	03d	Rep1
514	6.714	DR5	CL28+CL14	03d	Rep1
515	8.049	DR5	CL28+CL14	03d	Rep1
516	6.357	DR5	CL28+CL14	03d	Rep1
517	6.889	DR5	CL28+CL14	03d	Rep1
518	7.801	DR5	CL28+CL14	03d	Rep1
519	6.44	DR5	CL28+CL14	03d	Rep1
520	6.759	DR5	CL28+CL14	03d	Rep1
521	7.817	DR5	CL28+CL14	03d	Rep1
522	9.214	DR5	CL28+CL14	03d	Rep1
523	7.88	DR5	CL28+CL14	03d	Rep1
524	7.908	DR5	CL28+CL14	03d	Rep1
525	7.238	DR5	CL28+CL14	03d	Rep1
526	8.84	DR5	CL28+CL14	03d	Rep1
527	6.436	DR5	CL28+CL14	03d	Rep1
528	9.313	DR5	CL28+CL14	03d	Rep1
529	7.291	DR5	CL28+CL14	03d	Rep1
530	7.799	DR5	CL28+CL14	03d	Rep1
531	7.281	DR5	CL28+CL14	03d	Rep1
532	7.116	DR5	CL28+CL14	03d	Rep1
533	7.29	DR5	CL28+CL14	03d	Rep1
534	7.211	DR5	CL28+CL14	03d	Rep1
535	9.31	DR5	CL28+CL14	03d	Rep1
536	7.772	DR5	CL28+CL14	03d	Rep1
537	7.329	DR5	CL28+CL14	03d	Rep1
538	8.889	DR5	CL28+CL14	03d	Rep1
539	8.689	DR5	CL28+CL14	03d	Rep1
540	7.638	DR5	CL28+CL14	03d	Rep1
541	8.112	DR5	CL28+CL14	03d	Rep1
542	8.279	DR5	CL28+CL14	03d	Rep1
543	8.553	DR5	CL28+CL14	03d	Rep1
544	7.981	DR5	CL28+CL14	03d	Rep1
545	7.822	DR5	CL28+CL14	03d	Rep1
546	6.458	DR5	CL28+CL14	03d	Rep1
547	8.241	DR5	CL28+CL14	03d	Rep1
548	6.408	DR5	CL28+CL14	03d	Rep1
549	7.836	DR5	CL28+CL14	03d	Rep1
550	8.674	DR5	CL28+CL14	03d	Rep1
551	8.157	DR5	CL28+CL14	03d	Rep1
552	8.469	DR5	CL28+CL14	03d	Rep1
553	6.394	DR5	CL28+CL14	03d	Rep1
554	9.223	DR5	CL28+CL14	03d	Rep1
555	6.819	DR5	CL28+CL14	03d	Rep1
556	7.759	DR5	CL28+CL14	03d	Rep1
557	8.213	DR5	CL28+CL14	03d	Rep1
558	6.809	DR5	CL28+CL14	03d	Rep1
559	8.383	DR5	CL28+CL14	03d	Rep1
560	7.588	DR5	CL28+CL14	03d	Rep1
561	7.136	DR5	CL28+CL14	03d	Rep1
562	8.887	DR5	CL28+CL14	03d	Rep1
563	7.174	DR5	CL28+CL14	03d	Rep1
564	9.583	DR5	CL28+CL14	03d	Rep1
565	9.97	DR5	CL28+CL14	03d	Rep1
566	8.234	DR5	CL28+CL14	03d	Rep1
567	7.16	DR5	CL28+CL14	03d	Rep1
568	6.231	DR5	CL28+CL14	03d	Rep1
569	8.269	DR5	CL28+CL14	03d	Rep1
570	10.75	DR5	CL28+CL14	03d	Rep1
571	7.208	DR5	CL28+CL14	06d	Rep1
572	6.4	DR5	CL28+CL14	06d	Rep1
573	6.812	DR5	CL28+CL14	06d	Rep1
574	6.496	DR5	CL28+CL14	06d	Rep1
575	6.416	DR5	CL28+CL14	06d	Rep1
576	5.477	DR5	CL28+CL14	06d	Rep1
577	9.866	DR5	CL28+CL14	06d	Rep1
578	6.523	DR5	CL28+CL14	06d	Rep1
579	6.8	DR5	CL28+CL14	06d	Rep1
580	6.683	DR5	CL28+CL14	06d	Rep1
581	6.379	DR5	CL28+CL14	06d	Rep1
582	8.574	DR5	CL28+CL14	06d	Rep1
583	6.341	DR5	CL28+CL14	06d	Rep1
584	6.397	DR5	CL28+CL14	06d	Rep1
585	6.34	DR5	CL28+CL14	06d	Rep1
586	6.584	DR5	CL28+CL14	06d	Rep1
587	8.686	DR5	CL28+CL14	06d	Rep1
588	6.684	DR5	CL28+CL14	06d	Rep1
589	6.367	DR5	CL28+CL14	06d	Rep1
590	6.352	DR5	CL28+CL14	06d	Rep1
591	5.832	DR5	CL28+CL14	06d	Rep1
592	6.579	DR5	CL28+CL14	06d	Rep1
593	6.307	DR5	CL28+CL14	06d	Rep1
594	5.916	DR5	CL28+CL14	06d	Rep1
595	6.267	DR5	CL28+CL14	06d	Rep1
596	6.331	DR5	CL28+CL14	06d	Rep1
597	5.614	DR5	CL28+CL14	06d	Rep1
598	6.143	DR5	CL28+CL14	06d	Rep1
599	6.777	DR5	CL28+CL14	06d	Rep1
600	6.509	DR5	CL28+CL14	06d	Rep1
601	5.469	DR5	CL28+CL14	06d	Rep1
602	7.06	DR5	CL28+CL14	06d	Rep1
603	5.672	DR5	CL28+CL14	06d	Rep1
604	6.901	DR5	CL28+CL14	06d	Rep1
605	5.572	DR5	CL28+CL14	06d	Rep1
606	6.631	DR5	CL28+CL14	06d	Rep1
